device,subject,browser,Memory Usage [KB],CPU3 Load [%],CPU3 Frequency [kHz],CPU2 Frequency [kHz],CPU5 Load [%],CPU6 Load [%],CPU5 Frequency [kHz],CPU4 Load [%],CPU8 Load [%],CPU Load [%],Battery Status,CPU6 Frequency [kHz],CPU4 Frequency [kHz],GPU Frequency [KHz],duration(s),CPU2 Load [%],CPU1 Frequency [kHz],Battery Power* [uW],CPU8 Frequency [kHz],CPU7 Frequency [kHz],GPU Load [%],CPU1 Load [%],CPU7 Load [%]
nexus6p,clojurescript,comandroidchrome,2746814.1003861004,21.861003861003862,1346400.0,1347688.030888031,25.911025145067697,15.56092843326886,1146726.499032882,17.357142857142858,7.0,20.187620889748548,3.0,1147097.8723404256,1347502.7027027027,180483.5589941973,58,22.731660231660232,1351941.3127413127,462173.0464216634,1098707.930367505,1145278.1431334622,1.562862669245648,43.303088803088805,9.483558994197292
nexus6p,clojurescript,comandroidchrome,2761947.66536965,19.766536964980546,1367878.59922179,1372538.5214007783,23.06614785992218,13.663424124513618,1158910.505836576,16.1147859922179,9.083657587548638,19.7431906614786,3.0,1160927.626459144,1367514.3968871594,180486.3813229572,58,22.235408560311285,1370091.8287937744,539652.3949416343,1162608.5603112841,1161861.4785992217,1.754863813229572,44.19260700389105,12.040856031128405
nexus6p,clojurescript,comandroidchrome,2777779.1711026616,21.88593155893536,1343333.8403041826,1343233.4600760457,21.88212927756654,15.963878326996198,1133676.0456273765,16.94866920152091,6.7542857142857144,19.815238095238094,3.0,1133420.5323193916,1345012.927756654,181666.66666666666,58,22.05513307984791,1342101.9011406845,532602.3117870722,1136201.142857143,1135469.7142857143,1.276190476190476,45.036121673003805,10.238095238095237
nexus6p,clojurescript,comandroidchrome,2727892.1518026567,19.16888045540797,1337615.1802656546,1338161.669829222,25.713472485768502,14.182163187855787,1112907.779886148,16.920303605313094,7.5893536121673,19.950570342205324,3.0,1112033.3965844403,1339063.377609108,182376.4258555133,59,23.71537001897533,1339618.9753320683,533917.4155597723,1113088.9733840304,1112543.4535104365,1.5076045627376427,45.09867172675522,9.077946768060837
nexus6p,clojurescript,comandroidchrome,2763447.5992438565,21.589792060491494,1365014.7448015122,1363807.9395085066,25.189393939393938,14.041666666666666,1135522.1172022684,17.31758034026465,7.285984848484849,19.986742424242426,3.0,1135418.1818181819,1365051.0396975426,181657.19696969696,58,22.332703213610586,1365622.684310019,492979.73863636365,1094327.2727272727,1136581.8181818181,1.1875,43.890359168241964,9.693181818181818
nexus6p,clojurescript,comandroidchrome,2772159.2045454546,21.850094876660343,1347388.2352941176,1348181.8181818181,23.10246679316888,17.93358633776091,1121688.045540797,18.358633776091082,7.641366223908919,20.759013282732447,3.0,1122963.1878557876,1351277.4193548388,180948.76660341557,58,22.93358633776091,1349436.3636363635,448454.0683111955,1023538.5199240986,1123218.2163187857,1.4098671726755219,44.390151515151516,9.753320683111955
nexus6p,clojurescript,comandroidchrome,2774737.561904762,20.217142857142857,1354084.5714285714,1356964.5714285714,25.864761904761906,13.432380952380953,1148525.7142857143,16.133333333333333,7.551526717557252,19.740458015267176,3.0,1150610.2857142857,1358180.5714285714,181431.29770992367,57,23.721904761904764,1359113.142857143,518712.9123809524,1150167.9389312977,1151706.8702290077,1.5515267175572518,43.537142857142854,9.36259541984733
nexus6p,clojurescript,comandroidchrome,2779323.7453183522,21.50281425891182,1353879.1744840525,1352294.1838649155,25.440900562851784,13.382739212007504,1135645.7786116323,15.564727954971858,7.898686679174484,19.606003752345217,3.0,1135105.4409005628,1350961.3508442778,180703.56472795497,58,21.818011257035646,1356656.1797752809,442630.14634146343,1133880.6754221388,1134673.1707317072,1.302063789868668,44.734082397003746,8.574108818011258
nexus6p,clojurescript,comandroidchrome,2768131.6300578034,19.64092664092664,1343833.2046332047,1343269.3641618497,25.55984555984556,15.44980694980695,1136580.694980695,15.816602316602317,7.075289575289576,19.909266409266408,3.0,1135654.054054054,1344027.7992277993,180723.93822393822,58,23.46242774566474,1343102.8901734103,508424.7471042471,1073754.4401544402,1137396.138996139,1.6795366795366795,44.24277456647399,9.411196911196912
nexus6p,clojurescript,comandroidchrome,2747692.1871750434,20.504332755632582,1350563.6048526864,1349665.164644714,20.379549393414212,14.833622183708838,1103084.9220103987,16.32409012131716,7.8006932409012135,19.40451388888889,3.0,1106578.856152513,1351245.75389948,180649.91334488735,59,22.885615251299825,1351129.2894280762,433767.4748700173,1090440.2079722704,1102885.2686308492,1.1128472222222223,45.26343154246101,9.40207972270364
