device,subject,browser,android_cpu,android_mem,Battery Power* [uW],Battery Status,CPU1 Frequency [kHz],CPU1 Load [%],CPU2 Frequency [kHz],CPU2 Load [%],CPU3 Frequency [kHz],CPU3 Load [%],CPU4 Frequency [kHz],CPU4 Load [%],CPU5 Frequency [kHz],CPU5 Load [%],CPU6 Frequency [kHz],CPU6 Load [%],CPU7 Frequency [kHz],CPU7 Load [%],CPU8 Frequency [kHz],CPU8 Load [%],GPU Frequency [KHz],GPU Load [%],Memory Usage [KB]
nexus6p,19216801024000,comandroidchrome,28.716393442622945,1324093.9016393442,334546.94547437294,3.0,1361071.8954248365,47.847494553376904,1358928.1045751635,24.287581699346404,1359722.8758169934,21.718954248366014,1361584.3137254901,16.303162486368592,1530409.5965103598,65.69029443838605,1479760.959651036,41.70229007633588,1530765.5398037077,31.227917121046893,1017118.4296619411,11.874591057797165,182998.9094874591,1.5310796074154853,2792598.65795207
