device,subject,browser,Memory Usage [KB],CPU3 Load [%],CPU3 Frequency [kHz],CPU2 Frequency [kHz],CPU5 Load [%],CPU6 Load [%],CPU5 Frequency [kHz],CPU4 Load [%],CPU8 Load [%],CPU Load [%],Battery Status,CPU6 Frequency [kHz],CPU4 Frequency [kHz],GPU Frequency [KHz],duration(s),CPU2 Load [%],CPU1 Frequency [kHz],Battery Power* [uW],CPU8 Frequency [kHz],CPU7 Frequency [kHz],GPU Load [%],CPU1 Load [%],CPU7 Load [%]
nexus6p,clojurescript,comandroidchrome,2765911.1939163497,22.268060836501903,1374907.9847908744,1372882.1292775664,25.083650190114067,15.29657794676806,1147327.7566539925,17.416349809885933,7.626666666666667,21.11047619047619,3.0,1149006.844106464,1378257.0342205323,181190.47619047618,58,24.03422053231939,1377453.9923954373,593756.4562737643,1049563.4285714286,1148818.2857142857,1.5333333333333334,45.52471482889734,11.801904761904762
nexus6p,clojurescript,comandroidchrome,2762018.449905482,21.09811320754717,1356122.495274102,1355768.6200378072,26.2,13.422641509433962,1116353.2075471699,16.954716981132076,7.194339622641509,20.069811320754717,3.0,1116969.0566037735,1354261.1320754718,183301.88679245283,58,22.266540642722116,1362765.283018868,461541.53396226413,1033648.3018867924,1114614.3396226414,1.1245283018867924,44.4811320754717,9.288679245283019
nexus6p,clojurescript,comandroidchrome,2740746.617475728,21.914563106796116,1356377.4757281553,1357486.6019417476,25.90485436893204,14.077669902912621,1139808.932038835,15.864077669902912,7.188715953307393,20.15953307392996,3.0,1141262.912621359,1358959.2233009709,180972.7626459144,58,24.190291262135922,1362966.990291262,490370.68349514564,1134775.922330097,1133582.912621359,1.2898832684824904,44.59029126213592,9.689320388349515
nexus6p,clojurescript,comandroidchrome,2751565.6551724137,21.134099616858236,1345774.712643678,1346951.7241379311,25.69289827255278,14.055662188099808,1145845.6813819578,16.16506717850288,7.742802303262956,20.080614203454893,3.0,1143855.6621880997,1345894.2528735632,180719.7696737044,58,24.120689655172413,1352505.7471264368,588657.094049904,1148535.8925143953,1146324.7600767754,1.2821497120921306,44.84674329501916,9.159309021113243
nexus6p,clojurescript,comandroidchrome,2716845.610687023,21.06679389312977,1380998.4732824427,1381035.1145038167,25.217973231357554,12.089866156787762,1137315.4875717016,18.149139579349903,9.21414913957935,20.1395793499044,3.0,1137866.156787763,1382803.8240917781,182629.06309751433,57,22.46946564885496,1383490.0763358779,527820.0248565966,1137388.9101338433,1138380.1147227534,2.627151051625239,45.017175572519086,9.753346080305928
nexus6p,clojurescript,comandroidchrome,2768346.0560747664,21.213084112149534,1374190.6542056075,1374504.6728971964,24.717757009345796,13.930841121495327,1114138.3177570093,18.039252336448598,6.9812734082397006,20.361423220973784,3.0,1114317.7570093458,1376532.3364485982,181872.65917602996,58,22.59252336448598,1380767.1028037383,508334.4747663551,1052979.775280899,1115645.6074766356,1.2340823970037453,46.63551401869159,9.504672897196262
nexus6p,clojurescript,comandroidchrome,2762490.0687022903,20.763358778625953,1357209.1603053436,1356806.1068702291,26.118546845124282,13.32695984703633,1152587.380497132,15.708015267175572,6.803059273422562,19.862332695984705,3.0,1150788.5277246654,1356430.5343511452,183824.09177820268,58,23.114503816793892,1364491.6030534352,419560.50095602294,1094179.7323135755,1151559.4646271511,1.3173996175908222,43.44847328244275,10.72848948374761
nexus6p,clojurescript,comandroidchrome,2751778.0305343512,20.458015267175572,1364885.496183206,1367981.6793893129,26.72519083969466,11.950381679389313,1146613.7404580154,18.677480916030536,8.0,20.608030592734227,3.0,1145514.503816794,1364088.5496183205,181673.04015296366,58,24.11832061068702,1371453.4351145038,566766.1106870229,1146713.5755258126,1144891.6030534352,1.5793499043977055,45.61068702290076,10.900763358778626
nexus6p,clojurescript,comandroidchrome,2781993.86259542,22.633587786259543,1365297.709923664,1367129.7709923664,21.921755725190838,19.952290076335878,1162222.9007633587,17.14885496183206,7.804971319311663,20.78393881453155,3.0,1160610.6870229007,1365105.3435114503,182390.05736137668,58,23.068702290076335,1370830.5343511452,438500.14122137404,1164445.124282983,1163527.3422562142,1.3460803059273423,44.213740458015266,10.87189292543021
nexus6p,clojurescript,comandroidchrome,2735252.030418251,19.53802281368821,1363811.4068441065,1365371.8631178706,27.112380952380953,13.158095238095239,1128602.2813688214,18.09505703422053,7.377142857142857,19.897142857142857,3.0,1130642.2857142857,1365892.0152091256,184285.7142857143,57,22.728136882129277,1368292.0152091256,478773.5276190476,1131446.857142857,1132361.142857143,1.5180952380952382,44.09125475285171,9.175238095238095
nexus6p,clojurescript,comandroidchrome,2746979.344761905,19.549429657794676,1347885.7142857143,1347392.0,26.159695817490494,14.290874524714829,1128091.2547528518,15.429657794676807,8.494296577946768,20.279467680608366,3.0,1127178.7072243346,1350068.4410646388,181425.855513308,57,24.72952380952381,1352731.4285714286,517763.2338403042,1125682.1292775664,1128383.2699619771,1.3745247148288973,45.222857142857144,9.994296577946768
nexus6p,clojurescript,comandroidchrome,2776050.5664739884,18.789980732177263,1360397.6878612717,1362645.0867052022,24.778420038535646,14.513513513513514,1138756.069364162,15.728323699421965,7.992277992277992,19.961389961389962,3.0,1139212.3552123553,1360804.6242774567,181447.87644787645,59,22.75722543352601,1363347.9768786128,513519.1290944123,1093213.8996138996,1139583.0115830116,1.5386100386100385,44.6223506743738,11.62934362934363
nexus6p,clojurescript,comandroidchrome,2780538.2306238185,19.742911153119092,1336006.0491493384,1336196.597353497,24.547348484848484,15.81439393939394,1130836.3636363635,17.179924242424242,7.162878787878788,20.16287878787879,3.0,1130690.9090909092,1338056.7107750473,181420.45454545456,58,24.55765595463138,1336741.020793951,530898.7348484849,1132763.6363636365,1131309.0909090908,1.2026515151515151,44.773156899810964,9.727272727272727
nexus6p,clojurescript,comandroidchrome,2773533.87283237,20.26204238921002,1371042.774566474,1371440.4624277456,25.697495183044317,14.786127167630058,1158954.9132947978,16.853564547206165,7.198458574181117,20.02123552123552,3.0,1159065.8959537572,1370376.8786127167,180963.39113680154,58,22.314065510597302,1372004.6242774567,497349.0520231214,1117854.3352601156,1158621.9653179192,1.3815028901734103,44.46820809248555,10.472061657032755
nexus6p,clojurescript,comandroidchrome,2730407.306967985,21.11111111111111,1361175.1412429379,1361111.8644067796,23.657250470809792,14.903954802259888,1116022.5988700564,16.337099811676083,6.847169811320755,19.845283018867924,3.0,1115697.175141243,1366264.406779661,181650.94339622642,58,24.87758945386064,1365740.1129943503,481405.5122410546,1117693.5849056605,1115986.440677966,1.028301886792453,44.76271186440678,8.31132075471698
nexus6p,clojurescript,comandroidchrome,2742006.147859922,21.42217898832685,1381083.2684824902,1381755.6420233464,24.44941634241245,14.92023346303502,1150431.1284046692,16.15953307392996,8.196881091617934,20.019493177387915,3.0,1149945.525291829,1382885.6031128406,181218.32358674463,56,21.77821011673152,1383035.019455253,537902.0505836576,1150802.3391812865,1148107.6023391814,1.594541910331384,43.58171206225681,11.491228070175438
